wkt_geom,id,join_segment_id,join_length,distance
Point (121.05139992015870121 14.61925737659048075),,1000269008,0.0039,0.00012251
Point (121.05144262852066106 14.61914717482185289),,1000269008,0.0039,0.000115146
Point (121.05150811467566996 14.61903421795164881),,1000269008,0.0039,0.000127312
Point (121.05159353139958966 14.61894330140415832),,1000269008,0.0039,0.000166807
Point (121.05161061474439066 14.61887718025507965),,1000269008,0.0039,0.000154632
Point (121.05156790638243081 14.6188826903515956),,1000269008,0.0039,0.000118156
Point (121.051624850865025 14.61879177374138372),,1000269008,0.0039,0.000131795
Point (121.05171026758897312 14.61867330658678377),,1000269008,0.0039,0.000159752
Point (121.05167894812352358 14.61865953133211349),,1000269008,0.0039,0.000125543
Point (121.05155082303762981 14.61868432678990182),,1000269008,0.0039,1.96E-05
Point (121.05159922584783772 14.61857687978587528),,1000269008,0.0039,1.85E-05
Point (121.05163908698570197 14.61859065504573607),,1000269008,0.0039,6.05E-05
Point (121.0516333925374397 14.61849422820854549),,1000269008,0.0039,1.50E-05
Point (121.05175012872679474 14.61850524842065724),,1000269008,0.0039,0.000125575
Point (121.0517188092613452 14.61840606649178653),,1000269008,0.0039,5.56E-05
Point (121.05172735093373149 14.61832892496058989),,1000269008,0.0039,3.11E-05
Point (121.05176151762330505 14.61829861935164665),,1000269008,0.0039,4.94E-05
Point (121.05174443427853248 14.6182600485705656),,1000269008,0.0039,1.77E-05
Point (121.05178998986461636 14.61824902834615081),,1000269008,0.0039,5.45E-05
Point (121.05193804551942094 14.61810301032055648),,1000269008,0.0039,0.000127781
Point (121.05183269822657621 14.618163621588252),,1000269008,0.0039,5.75E-05
Point (121.05179568431287862 14.61814709124418066),,1000269008,0.0039,1.70E-05
Point (121.05182130933003748 14.61810852043649689),,1000269008,0.0039,2.41E-05
Point (121.05187255936441204 14.61809199008826532),,1000269008,0.0039,6.37E-05
Point (121.05185547601961105 14.618023113623968),,1000269008,0.0039,1.93E-05
Point (121.05188964270918461 14.61795423713805597),,1000269008,0.0039,2.15E-05
Point (121.0519067260539714 14.61791015617573031),,1000269008,0.0039,1.86E-05
Point (121.05193804551942094 14.61783301447040451),,1000269008,0.0039,1.47E-05
Point (121.05208325395008728 14.6177586278003222),,1000269008,0.0039,0.000115432
Point (121.05201207334681612 14.61768699616829181),,1000269008,0.0039,2.08E-05
Point (121.05210033729485986 14.61749965178945843),,1000269008,0.0039,2.25E-05
Point (121.05214874010506776 14.61739771433975221),,1000269008,0.0039,2.38E-05
Point (121.05238363609581143 14.61715940092816091),,1000242129,0.0022,0.000136924
Point (121.05273953911215301 14.61625849124454035),,1000242129,0.0022,7.61E-05
Point (121.05277370580172658 14.61626951156879883),,1000242129,0.0022,0.000111706
Point (121.05280787249130015 14.61616206338370461),,1000242129,0.0022,9.70E-05
Point (121.05276801135346432 14.61615930830133969),,1000242129,0.0022,5.97E-05
Point (121.05284773362912176 14.61606563548053117),,1000242129,0.0022,9.20E-05
Point (121.05286481697392276 14.61600777871832513),,1000242129,0.0022,8.29E-05
Point (121.05290183088762035 14.61599400329649789),,1000242129,0.0022,0.000110561
Point (121.05287905309455709 14.61596094228060672),,1000242129,0.0022,7.59E-05
Point (121.05290752533588261 14.61590308549083161),,1000242129,0.0022,7.71E-05
Point (121.05290183088762035 14.61585349394458966),,1000242129,0.0022,5.08E-05
Point (121.05285627530150805 14.61582869816728447),,1000242129,0.0022,9.44E-07
Point (121.05298724761152585 14.61578186169139926),,1000242129,0.0022,9.77E-05
Point (121.0530869004560941 14.61553941389190392),,1000242129,0.0022,8.48E-05
Point (121.05299294205978811 14.61555869952211317),,1000242129,0.0022,7.98E-06
Point (121.05309259490437057 14.6153548227742629),,1000242129,0.0022,1.15E-05
Point (121.05314669216284074 14.61535206768178341),,1000242129,0.0022,5.93E-05
Point (121.05320363664546335 14.61513717036169346),,1000324925,0.0005,1.79E-05
Point (121.05335169230026793 14.61498839517082615),,1000324925,0.0005,7.63E-05
Point (121.05325488667980949 14.61502421142968799),,1000324925,0.0005,8.63E-06
Point (121.0533032894900316 14.61491951773353293),,1000324925,0.0005,7.90E-07
Point (121.05341148400701456 14.61480380359028608),,1000324925,0.0005,4.01E-05
Point (121.05340009511047583 14.6147046199904036),,1000324925,0.0005,1.75E-05
Point (121.05355099798940444 14.61455308940416664),,1000324960,0.0005,4.70E-05
Point (121.05353106742050784 14.61449798734689587),,1000324960,0.0005,4.04E-06
Point (121.05347981738613328 14.61452278327437426),,1000324960,0.0005,3.02E-05
Point (121.05353391464463186 14.6144043138178148),,1000324960,0.0005,3.63E-05
Point (121.05359085912722605 14.61438778319090481),,1000324960,0.0005,6.76E-06
Point (121.0536221785926756 14.61422523195992262),,1000252121,0.0004,2.47E-06
Point (121.0536962064200992 14.61409849701845154),,1000252121,0.0004,5.01E-05
Point (121.05364210916160062 14.61412053788308008),,1000252121,0.0004,1.04E-05
Point (121.05374176200618308 14.61398553755248209),,1000252121,0.0004,3.17E-06
Point (121.05387558154031069 14.61382023091226223),,1000324957,0.0003,2.23E-05
Point (121.05386419264380038 14.61374584288358669),,1000324957,0.0003,1.75E-05
Point (121.05391544267816073 14.61361084232279062),,1000324956,0.0014,2.55E-05
Point (121.05396384548836863 14.61362186277984421),,1000324956,0.0014,2.31E-05
Point (121.05398377605730786 14.61364941392005434),,1000324956,0.0014,5.27E-05
Point (121.05395815104012058 14.61350063772187902),,1000324956,0.0014,3.24E-05
Point (121.05406634555708933 14.61346757633082127),,1000324956,0.0014,5.22E-05
Point (121.05408058167772367 14.61336288189301236),,1000324956,0.0014,2.17E-05
Point (121.0540634983329511 14.61328022835424534),,1000324956,0.0014,2.82E-05
Point (121.05422579010840423 14.61291379729129325),,1000324956,0.0014,3.28E-05
Point (121.05429127626341312 14.61290277679873384),,1000324956,0.0014,2.22E-05
Point (121.05423148455665228 14.61283665383176533),,1000324956,0.0014,5.97E-05
Point (121.05430551238407588 14.61278706159348673),,1000324956,0.0014,1.30E-05
Point (121.05429981793582783 14.61271818346619078),,1000324956,0.0014,4.68E-05
Point (121.05436869836476887 14.61264006228051571),,1000324956,0.0014,1.66E-05
Point (121.05436152877820177 14.61257623565354535),,1000324956,0.0014,4.96E-05
Point (121.05444182814810006 14.61240695624872998),,1000324956,0.0014,4.69E-05
Point (121.05446620474256747 14.61241944407813342),,1000324956,0.0014,1.95E-05
Point (121.05451352401412635 14.61232370403461545),,1000268861,0.0004,7.72E-06
Point (121.0545034865928784 14.61228901560274451),,1000268861,0.0004,2.83E-05
Point (121.05456657895496164 14.61230982866252148),,1000268861,0.0004,3.81E-05
Point (121.05459095554941484 14.61209337274452125),,1000268861,0.0004,8.01E-06
Point (121.05462106781314446 14.61209753536033062),,1000268861,0.0004,2.19E-05
Point (121.05467842450593707 14.61198236962694885),,1000243728,0.0024,3.31E-05
Point (121.05467125491934155 14.61192964312646581),,1000243728,0.0024,4.17E-06
Point (121.0546870280098517 14.61209198520588792),,1000268861,0.0004,8.26E-05
Point (121.054737215116063 14.61188524185308601),,1000243728,0.0024,4.50E-05
Point (121.054737215116063 14.61176591338642794),,1000243728,0.0024,5.62E-06
Point (121.05479027005688408 14.61176452584574648),,1000243728,0.0024,4.18E-05
Point (121.05477593088370725 14.61167156059949157),,1000243728,0.0024,1.06E-05
Point (121.05482181623794702 14.61166046026895238),,1000243728,0.0024,2.62E-05
Point (121.05484906066703843 14.611675723223291),,1000243728,0.0024,5.74E-05
Point (121.05488921035198757 14.61166739797560155),,1000243728,0.0024,9.02E-05
Point (121.05485049458435753 14.61152448117434055),,1000243728,0.0024,5.56E-06
Point (121.05486770159218679 14.61155084447477748),,1000243728,0.0024,2.12E-05
Point (121.05490354952519283 14.61153974413813117),,1000243728,0.0024,4.90E-05
Point (121.05488634251734936 14.61147175456401293),,1000243728,0.0024,4.51E-06
Point (121.05494513312747529 14.61145649159550253),,1000243728,0.0024,5.13E-05
Point (121.05495660446605655 14.61135520095943718),,1000243728,0.0024,1.86E-05
Point (121.05500392373761542 14.61131634974416826),,1000243728,0.0024,4.50E-05
Point (121.05504550733989788 14.61131773728768657),,1000243728,0.0024,8.32E-05
Point (121.05500248982031053 14.61124974764489437),,1000243728,0.0024,1.54E-05
Point (121.05496234013534718 14.61127194834690002),,1000243728,0.0024,1.15E-05
Point (121.05501396115886337 14.61115678218088476),,1000243728,0.0024,1.37E-05
Point (121.0550498090918552 14.61107491703824302),,1000243728,0.0024,1.60E-05
Point (121.05514301371766805 14.61114013164586645),,1000243728,0.0024,9.61E-05
Point (121.0551014301153856 14.61102912804684628),,1000243728,0.0024,1.13E-05
Point (121.05513584413107253 14.61103467822813329),,1000243728,0.0024,4.48E-05
Point (121.05517886165067409 14.61101525259303813),,1000243728,0.0024,7.55E-05
Point (121.05509856228073318 14.61095697567743379),,1000243728,0.0024,2.19E-05
Point (121.05516022072551152 14.61094448776492882),,1000243728,0.0024,2.86E-05
Point (121.05517742773335499 14.61083487161367955),,1000243728,0.0024,2.34E-06
Point (121.05520897391437529 14.61085152217181538),,1000243728,0.0024,3.33E-05
Point (121.05524625576471465 14.61086539763596726),,1000243728,0.0024,7.29E-05
Point (121.05519320082386514 14.61074884370982474),,1000243728,0.0024,2.46E-05
Point (121.05524195401275733 14.61071693012404538),,1000243728,0.0024,6.01E-06
Point (121.05527636802844427 14.61071415502941306),,1000243728,0.0024,3.60E-05
Point (121.05524625576471465 14.61062951462618997),,1000243728,0.0024,2.72E-05
Point (121.05527063235915364 14.61055458702893084),,1000243728,0.0024,3.69E-05
Point (121.05530074462288326 14.61058372554201235),,1000243728,0.0024,2.69E-06
Point (121.05536240306763318 14.61046439636872307),,1000243728,0.0024,7.85E-06
Point (121.05533085688659867 14.61046439636872307),,1000243728,0.0024,2.07E-05
Point (121.0553638369849665 14.61037559322097934),,1000243728,0.0024,2.86E-05
Point (121.05542692934703553 14.61030344063701847),,1000243728,0.0024,2.06E-06
Point (121.05543553285096436 14.6104005691099168),,1000243728,0.0024,4.70E-05
Point (121.05551439830355775 14.61029234023737366),,1000243728,0.0024,7.24E-05
Point (121.05548571995716145 14.61026320168566883),,1000243728,0.0024,3.41E-05
Point (121.05547424861860861 14.61019937436842753),,1000243728,0.0024,3.40E-06
Point (121.05555168015386869 14.61012028397134443),,1000243728,0.0024,3.31E-05
Point (121.05551439830355775 14.61012444662453191),,1000243728,0.0024,1.14E-06
Point (121.05555024623654958 14.6100328682361944),,1000243728,0.0024,5.29E-06
Point (121.05561190468132793 14.61000650475370222),,1000243728,0.0024,3.93E-05
Point (121.05565922395287259 14.60987746239900531),,1000243728,0.0024,2.74E-05
Point (121.0556606578701917 14.60981641007575149),,1000243728,0.0024,2.78E-06
Point (121.05570797714176479 14.60976090794900095),,1000324926,0.0004,1.93E-05
Point (121.05568073271267338 14.60972621911265357),,1000324926,0.0004,2.08E-05
Point (121.05576103208260008 14.60964435343717938),,1000324926,0.0004,1.30E-05
Point (121.05573091981887046 14.60961105213674216),,1000324926,0.0004,2.91E-05
Point (121.05569507188587863 14.60986219931978525),,1000243728,0.0024,5.34E-05
Point (121.05576820166920982 14.60952224864422533),,1000324926,0.0004,3.67E-05
Point (121.05582842619665485 14.60949033488034843),,1000324918,0.0022,2.26E-06
Point (121.05586427412964667 14.6093432539956023),,1000324918,0.0022,2.89E-05
Point (121.05589295247604298 14.60933076599142311),,1000324918,0.0022,8.37E-06
Point (121.05597181792863637 14.60928497663669212),,1000324918,0.0022,4.30E-05
Point (121.05594313958224006 14.60923086193244735),,1000324918,0.0022,6.20E-06
Point (121.05591589515317708 14.60922114903540425),,1000324918,0.0022,3.50E-05
Point (121.05595747875545953 14.60913234538537431),,1000324918,0.0022,3.58E-05
Point (121.05599476060577047 14.60913512049999241),,1000324918,0.0022,9.38E-07
Point (121.05603491029074803 14.60905464216217808),,1000324918,0.0022,5.60E-07
Point (121.05605355121589639 14.6090060776337225),,1000324918,0.0022,3.58E-06
Point (121.05604064596001024 14.60896583844488461),,1000324918,0.0022,3.26E-05
Point (121.05611377574334142 14.6089075609859016),,1000324918,0.0022,8.25E-06
Point (121.05621558387306891 14.60882708256478324),,1000324918,0.0022,6.54E-05
Point (121.05614675584172346 14.60871469023771674),,1000324918,0.0022,4.52E-05
Point (121.05617256635349577 14.60876047971124514),,1000324918,0.0022,2.17E-06
Point (121.05621271603844491 14.60874382899470625),,1000324918,0.0022,2.69E-05
Point (121.05625286572339405 14.60872162803735286),,1000324918,0.0022,5.35E-05
Point (121.05618833944400592 14.60868832659711281),,1000324918,0.0022,1.91E-05
Point (121.05619981078255876 14.6086133983381572),,1000324918,0.0022,4.11E-05
Point (121.05622705521162175 14.60863004906456908),,1000324918,0.0022,9.29E-06
Point (121.05625573355804647 14.60863698686687862),,1000324918,0.0022,1.96E-05
Point (121.05629588324299561 14.60861062321696124),,1000324918,0.0022,4.44E-05
Point (121.05632169375475371 14.6085592834685869),,1000324918,0.0022,4.56E-05
Point (121.05627437448322326 14.60856899639487771),,1000324918,0.0022,7.06E-06
Point (121.0562399604675079 14.60852736956489117),,1000324918,0.0022,4.19E-05
Point (121.05632312767208703 14.60848435516563804),,1000324918,0.0022,1.45E-05
Point (121.05637188086097922 14.60840803927526821),,1000324918,0.0022,2.56E-05
Point (121.05637188086097922 14.60832756067126503),,1000324918,0.0022,9.14E-06
Point (121.05642636971914783 14.60829287160874301),,1000324918,0.0022,2.50E-05
Point (121.05646938723872097 14.6081874168250252),,1000324918,0.0022,1.84E-05
Point (121.0564722550733876 14.60814162723213627),,1000324918,0.0022,1.19E-06
Point (121.05649376383318838 14.60807224904291957),,1000324918,0.0022,9.34E-06
Point (121.05652100826225137 14.60800287083179505),,1000324918,0.0022,1.47E-05
Point (121.05656832753382446 14.60795430607099377),,1000324918,0.0022,7.04E-06
Point (121.05659843979752566 14.60782387494601231),,1000324918,0.0022,2.21E-05
Point (121.05662998597857438 14.60775588422251836),,1000324918,0.0022,2.29E-05
Point (121.05669594617528162 14.60764626648118281),,1000324918,0.0022,1.07E-05
Point (121.05677050987594612 14.60731463779165296),,1000324917,0.0031,8.02E-05
Point (121.05683073440336273 14.60729382425889078),,1000324917,0.0031,3.33E-05
Point (121.05680779172625705 14.60723970906449587),,1000324917,0.0031,7.59E-05
Point (121.05684077182462488 14.6072188955246336),,1000324917,0.0031,5.40E-05
Point (121.05687088408834029 14.60724664691065833),,1000324917,0.0031,1.53E-05
Point (121.05683933790729156 14.60718004357829436),,1000324917,0.0031,7.08E-05
Point (121.05688522326155976 14.6071522921838497),,1000324917,0.0031,3.98E-05
Point (121.056951183458267 14.60717726843900799),,1000324917,0.0031,3.07E-05
Point (121.05686801625368787 14.60703989900052768),,1000324917,0.0031,0.000100423
Point (121.05687805367493581 14.60708152611215738),,1000324917,0.0031,7.46E-05
Point (121.05691676944258006 14.60700798487626706),,1000324917,0.0031,6.85E-05
Point (121.05690099635206991 14.60695941989568958),,1000324917,0.0031,0.000102297
Point (121.05697699397002509 14.60696219503772397),,1000324917,0.0031,3.15E-05
Point (121.05698989922591124 14.60702186058304441),,1000324917,0.0031,4.14E-06
Point (121.05695978696219584 14.6069219554747658),,1000324917,0.0031,6.33E-05
Point (121.05695405129290521 14.60687477804673939),,1000324917,0.0031,8.74E-05
Point (121.05700854015105961 14.60686645261721139),,1000324917,0.0031,4.08E-05
Point (121.05699276706054945 14.60682066274919144),,1000324917,0.0031,7.35E-05
Point (121.05704868983603717 14.60686367747396908),,1000324917,0.0031,5.08E-06
Point (121.05698416355662062 14.60678319830461724),,1000324917,0.0031,9.64E-05
Point (121.05703721849748433 14.60675405928777515),,1000324917,0.0031,5.93E-05
Point (121.05705012375335627 14.60678458587675976),,1000324917,0.0031,3.53E-05
