Edge Id,Date Start,Date End,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Time Start,Time End,Average Speed KPH,Number of Observations,Standard Deviation,Standard Error,99% Upper Bound,99% Lower Bound,97% Upper Bound,97% Lower Bound,95% Upper Bound,95% Lower Bound,90% Upper Bound,90% Lower Bound
1000087100,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,34.166666666666664,3.0,0.5071822121252837,0.29282178669872244,35.4751967739499,32.85813655938343,35.26725206697853,33.0660812663548,35.16074380243222,33.17258953090111,34.99844549455213,33.3348878387812
1000087101,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,20.0,2.0,0.4442837603395971,0.31415605970718796,21.14625210167616,18.85374789832384,20.964095759936924,19.035904240063076,20.87079617026561,19.12920382973439,20.72862536695694,19.27137463304306
1000087102,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,20.0,2.0,0.4432924230827273,0.3134550784104125,21.143694451553436,18.856305548446564,20.961944558089517,19.038055441910483,20.868853149242145,19.131146850757855,20.72699957385567,19.27300042614433
1000087103,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,50.25,4.0,0.378157565908826,0.189078782954413,51.22564652004477,49.27435347995523,51.07060191802215,49.42939808197785,50.9911888291813,49.5088111708187,50.870178408090474,49.629821591909526
1000087104,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,35.25,4.0,0.2458465871485863,0.12292329357429314,35.88428419484335,34.61571580515665,35.78348709411243,34.71651290588757,35.73185931081123,34.76814068918877,35.65318840292368,34.84681159707632
1000131410,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,60.75,4.0,0.6828491010002445,0.34142455050012227,62.51175068058063,58.98824931941937,62.23178254917053,59.26821745082947,62.08838423796048,59.41161576203952,61.8698725256404,59.6301274743596
1000050854,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,48.0,6.0,0.29007579849342024,0.11842294883987883,48.748395560113025,47.251604439886975,48.629464482730725,47.370535517269275,48.5685485650471,47.4314514349529,48.47572430952921,47.52427569047079
1000019737,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,31.25,4.0,0.20993878263158097,0.10496939131579049,31.791642059189478,30.708357940810522,31.70556715831053,30.79443284168947,31.6614800139579,30.8385199860421,31.594299603515793,30.905700396484207
1000115120,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,27.099999999999998,5.0,0.4046603514059662,0.1809696107085386,28.14402370662739,26.055976293372606,27.978112962550945,26.22188703744905,27.893134288755693,26.306865711244303,27.763642976305782,26.436357023694214
1000115121,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,16.3,5.0,0.2319965383845065,0.10375200607447915,16.898551069032028,15.701448930967974,16.80343248829438,15.796567511705621,16.754713215233632,15.845286784766367,16.68047432295059,15.91952567704941
1000124234,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,23.25,8.0,0.4654941273621996,0.16457702703016286,24.450974848594473,22.049025151405527,24.260122256375972,22.239877743624028,24.162368489629912,22.337631510370088,24.013410368874005,22.486589631125995
1000000112,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,23.5,6.0,0.9832764128900564,0.4014209146158051,26.036853145256345,20.963146854743655,25.63370981597142,21.36629018402858,25.42722176926451,21.57277823073549,25.11257331713969,21.88742668286031
1000060329,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,6.999999999999999,2.0,0.3344823658112248,0.23651474905243647,7.862964503792959,6.137035496207039,7.725826733810357,6.274173266189641,7.65558543699,6.344414563009998,7.548551079930408,6.45144892006959
1000124233,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,12.833333333333332,3.0,0.06600983619844496,0.0381107966983353,13.00363871072532,12.663027955941343,12.976574677883958,12.690091988782706,12.962712612282285,12.70395405438438,12.941589464698781,12.725077201967883
1000124236,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,9.250000000000002,8.0,0.08887504152536284,0.03142207227041003,9.479297607135438,9.020702392864566,9.44285884011004,9.057141159889964,9.424195081389714,9.07580491861029,9.395755068101597,9.104244931898407
1000124237,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,18.558823529411768,17.0,0.5378232630465049,0.13044130126206419,19.94640754807175,17.171239510751786,19.725900010222684,17.391747048600852,19.612957124982916,17.50468993384062,19.440853680808036,17.6767933780155
1000124238,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,18.794117647058826,17.0,0.31121058394241735,0.07547965349439636,19.597040953630263,17.99119434048739,19.46944461421387,18.118790679903782,19.404090391585964,18.18414490253169,19.304503004724392,18.28373228939326
1000124239,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,15.318181818181818,11.0,0.19744700409141286,0.059532511686453085,15.827595088737663,14.808768547625974,15.746641817060183,14.889721819303453,15.705177946200987,14.93118569016265,15.641994904891735,14.994368731471901
1000124240,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,15.318181818181817,11.0,0.1974470040914129,0.05953251168645309,15.827595088737661,14.808768547625972,15.746641817060183,14.88972181930345,15.705177946200985,14.931185690162648,15.641994904891733,14.9943687314719
1000124241,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,15.318181818181817,11.0,0.19757402051116973,0.059570808577957435,15.827922791100635,14.808440845262998,15.746917442691055,14.889446193672578,15.70542689838371,14.930936737979923,15.642203211820135,14.994160424543498
1000124242,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,15.318181818181817,11.0,0.19782879046937626,0.059647624610614305,15.828580097592807,14.807783538770826,15.747470293500363,14.88889334286327,15.705926247501795,14.930437388861838,15.642621034551594,14.99374260181204
1000124243,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,15.000000000000002,4.0,0.26296185307038883,0.13148092653519441,15.678441580921605,14.321558419078398,15.570627221162745,14.429372778837259,15.515405232017963,14.48459476798204,15.43125743903544,14.568742560964564
1000124244,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,13.299999999999999,5.0,0.27780279504710237,0.12423718681295255,14.016731211221524,12.583268788778474,13.90283206525221,12.697167934747787,13.84449347829232,12.755506521707678,13.755596583877248,12.84440341612275
1000124245,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,13.299999999999999,5.0,0.27658435586290175,0.12369228424448817,14.013587638126285,12.586412361873712,13.900188052222497,12.699811947777501,13.842105337491287,12.757894662508711,13.753598343615158,12.84640165638484
1000124246,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,26.884615384615383,13.0,0.5153200892743397,0.1429240773196394,28.21414121494318,25.555089554287587,28.0028599783407,25.766370790890065,27.89464275959309,25.874588009637677,27.7297403310253,26.039490438205465
1000124247,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,39.5,18.0,0.7049724365013447,0.16616359679990123,41.31882888617347,37.68117111382653,41.029790187207915,37.970209812792085,40.881745975542636,38.118254024457364,40.65615479586221,38.34384520413779
1000124248,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,27.676470588235297,17.0,0.9251450676282941,0.22438063722650883,30.063344862716296,25.2895963137543,29.684035384988697,25.668905791481897,29.489754920786755,25.86318625568384,29.1937084991457,26.159232677324894
1000124249,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,32.03846153846154,13.0,1.0883457241454326,0.3018527933721803,34.846393506756755,29.230529570166325,34.40017175985713,29.67675131706595,34.17161915778659,29.905303919136493,33.82334852606005,30.253574550863032
1000124250,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,17.73076923076923,13.0,0.2877453916913552,0.07980621261705008,18.473152341332927,16.988386120205533,18.35517673073947,17.10636173079899,18.294750198484287,17.166788263054173,18.20267167314305,17.25886678839541
1000124251,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,17.166666666666664,15.0,0.2381614900654151,0.06149303231541972,17.781123311035437,16.552210022297892,17.683477100108615,16.649856233224714,17.633463187194877,16.69987014613845,17.557251510373945,16.776081822959384
1000124252,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,22.40909090909091,11.0,0.2613801048830039,0.07880906686915139,23.08345157968906,21.73473023849276,22.97628573668703,21.84189608149479,22.9213959146616,21.89678590352022,22.837754281099038,21.980427537082782
1000124253,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,48.31818181818182,11.0,0.7528649574579349,0.22699732560862276,50.26057340842329,46.37579022794035,49.95189877586554,46.6844648604981,49.79379713479937,46.84256650156427,49.552880348412835,47.083483287950806
1000124254,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,29.13636363636364,11.0,0.5128741555231028,0.15463737623095578,30.459578957613246,27.813148315114034,30.249300553848773,28.023426718878508,30.141596981188922,28.13113029153836,29.97747725142153,28.29525002130575
1000124255,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,25.055555555555554,9.0,0.2718563532682757,0.09061878442275856,25.756944946987705,24.354166164123402,25.645483842147712,24.465627268963395,25.588394007961373,24.522717103149734,25.501399974915525,24.609711136195582
1000124256,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,24.299999999999994,10.0,0.26101975620882245,0.08254169439217558,24.973430971018754,23.626569028981233,24.86641287097314,23.733587129026848,24.811598722169286,23.7884012778307,24.728072400182462,23.871927599817525
1000096233,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,24.54545454545454,22.0,0.3967353002766112,0.08458425022253171,25.569031620168197,23.521877470740883,25.406370147054787,23.684538943854292,25.323055733996696,23.767853356912383,25.196100437908182,23.894808653000897
1000096219,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,16.142857142857146,14.0,0.12952264816297157,0.034616383803821774,16.47702557511761,15.808688710596678,16.423921289370796,15.861792996343498,16.39672153325657,15.888992752457721,16.35527428584442,15.930439999869872
1000096220,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,16.14285714285714,14.0,0.12952264816297157,0.034616383803821774,16.477025575117604,15.808688710596671,16.42392128937079,15.86179299634349,16.396721533256564,15.888992752457714,16.355274285844413,15.930439999869865
1000096221,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,16.142857142857146,14.0,0.12952264816297157,0.034616383803821774,16.47702557511761,15.808688710596678,16.423921289370796,15.861792996343498,16.39672153325657,15.888992752457721,16.35527428584442,15.930439999869872
1000096222,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,16.142857142857142,14.0,0.12958681593909663,0.03463353336335972,16.47719112798001,15.808523157734273,16.424060533444983,15.861653752269303,16.396847302097772,15.888866983616513,16.35537952099726,15.930334764717024
1000096223,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,16.142857142857146,14.0,0.12958681593909666,0.034633533363359725,16.477191127980014,15.808523157734276,16.424060533444987,15.861653752269307,16.396847302097775,15.888866983616516,16.355379520997264,15.930334764717028
1000096224,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,16.14285714285714,14.0,0.12952264816297157,0.034616383803821774,16.477025575117604,15.808688710596671,16.42392128937079,15.86179299634349,16.396721533256564,15.888992752457714,16.355274285844413,15.930439999869865
1000096225,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,23.269230769230766,13.0,0.3676934353538019,0.10197981037074126,24.217879832443575,22.320581706017958,24.067125523948516,22.471336014513017,23.989909902524218,22.548551635937315,23.872248003211002,22.66621353525053
1000096226,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,15.954545454545455,11.0,0.18712468119702097,0.05642021423139915,16.43732713203377,15.471763777057141,16.36060601274299,15.548484896347919,16.321309829691614,15.587781079399294,16.26142993170857,15.64766097738234
1000147993,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,15.954545454545455,11.0,0.18887483937266705,0.056947906776161974,16.441842540126935,15.467248368963974,16.364403855984143,15.544687053106767,16.324740139715882,15.584350769375028,16.26430019111663,15.644790717974281
1000147994,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,26.785714285714285,14.0,0.5975585024069634,0.15970422746861349,28.32741522192425,25.244013349504318,28.082416235937394,25.489012335491175,27.956928950431934,25.614499620996636,27.765710229661703,25.805718341766866
1000147995,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,25.700000000000006,10.0,0.6429862926602865,0.20333011890741115,27.358904635063546,24.041095364936467,27.09528025507283,24.304719744927183,26.960253133614167,24.439746866385846,26.754497519962875,24.645502480037138
1000147996,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,29.954545454545457,11.0,0.49639758430447634,0.14966950308879642,31.235251222051005,28.67383968703991,31.031728212486172,28.87736269660474,30.927484719782232,28.981606189308682,30.7686374928048,29.140453416286114
1000147997,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,23.83333333333333,12.0,0.5718278582397063,0.1650724839424108,25.30864920759177,22.358017459074887,25.074199785713493,22.592466880953165,24.954115935483152,22.712550731183505,24.771131020846447,22.89553564582021
1000147998,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,26.199999999999996,10.0,0.31003727219672783,0.09804239396872554,26.999896162267554,25.400103837732438,26.872780880666895,25.527219119333097,26.80767305350558,25.59232694649441,26.70846112640263,25.691538873597363
1000124283,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,25.299999999999997,5.0,0.21158373464819258,0.09462312272132722,25.845886035392333,24.75411396460766,25.759136704186574,24.84086329581342,25.714704119910454,24.88529588008954,25.646997324823033,24.95300267517696
1000096257,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,23.300000000000004,5.0,0.19380320352773514,0.08667142746904856,23.80001226510156,22.799987734898448,23.72055295165519,22.87944704834482,23.679854278914366,22.920145721085643,23.61783725378549,22.98216274621452
1000124292,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,16.5,1.0,0.0,0.0,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5
1000128235,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,23.250000000000004,4.0,0.033192812783987134,0.016596406391993567,23.335637456982692,23.164362543017315,23.322028403741257,23.17797159625875,23.31505791305662,23.184942086943387,23.304436212965744,23.195563787034263
1000128236,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,23.250000000000004,4.0,0.03234846419019349,0.016174232095096747,23.3334590376107,23.166540962389305,23.320196167292725,23.179803832707282,23.313402989812783,23.186597010187224,23.303051481271922,23.196948518728085
1000128237,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,31.9,10.0,0.5886347528059768,0.18614265287970766,33.41867766223942,30.38132233776058,33.177337413588965,30.62266258641103,33.05372411549971,30.746275884500285,32.8653609946018,30.934639005398196
1000128238,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,41.125,8.0,0.460189328222491,0.1627014973079026,42.312288466814024,39.937711533185976,42.123610842242805,40.126389157757195,42.026971083316084,40.223028916683916,41.87971049828489,40.37028950171511
1000128240,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,20.0,10.0,0.17732126554920297,0.056073907671902935,20.457488865116943,19.542511134883057,20.38478714624177,19.61521285375823,20.347549680476437,19.652450319523563,20.290806875500692,19.709193124499308
1000128241,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,29.099999999999998,10.0,0.0927261065780371,0.029322569534611893,29.339233354971334,28.86076664502866,29.301215651274337,28.89878434872566,29.28174316889295,28.918256831107044,29.252070814787977,28.94792918521202
1000124282,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,44.37499999999999,8.0,0.22395118760435362,0.07917870170490957,44.95279406401922,43.79720593598076,44.86097407710144,43.88902592289855,44.813944327704526,43.93605567229546,44.742279947671136,44.00772005232885
1000044982,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,46.7,5.0,0.31865100272627656,0.14250506063888504,47.5221195870338,45.877880412966206,47.39147267591602,46.008527324083985,47.32455596534351,46.0754440346565,47.2225876444711,46.17741235552891
1000064639,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,46.5,1.0,0.0,0.0,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5
1000124268,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,34.5,1.0,0.0,0.0,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5
1000124269,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,47.833333333333336,3.0,0.16223493226401642,0.09366638181459058,48.2518994585745,47.41476720809217,48.18538313634625,47.48128353032042,48.151313800570804,47.51535286609587,48.09939862224632,47.56726804442035
1000124270,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,13.833333333333336,3.0,0.09729782098848937,0.056174923139268355,14.084361711483638,13.582304955183034,14.044469604878358,13.622197061788313,14.024037062470775,13.642629604195896,13.992901759754458,13.673764906912213
1000124271,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,39.9,10.0,0.6017443953045623,0.19028828584031474,41.45250053988577,38.34749946011423,41.2057853378109,38.594214662189096,41.07941901479694,38.72058098520306,40.88686080829948,38.913139191700516
1000124272,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,39.75,8.0,0.6776572286654778,0.2395880108547211,41.498355649956935,38.001644350043065,41.22051618620409,38.27948381379591,41.07820816818434,38.42179183181566,40.861357855011384,38.638642144988616
1000124273,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,44.12499999999999,8.0,0.8562985526591116,0.3027472566527419,46.334250265860504,41.91574973413948,45.98316785927027,42.26683214072972,45.80334516321185,42.446654836788134,45.52932962636093,42.72067037363905
1000324916,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,23.125,8.0,0.48952910141762945,0.17307467360028145,24.387985081657483,21.862014918342517,24.187278150076256,22.062721849923744,24.084477038778555,22.165522961221445,23.927827726324914,22.322172273675086
1000324917,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,26.400000000000002,10.0,0.330789822536474,0.10460492660181543,27.253437742144104,25.5465622578559,27.11781391490415,25.682186085095854,27.04834805217149,25.751651947828513,26.94249530895982,25.857504691040184
1000324918,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,19.833333333333336,9.0,0.186145197762485,0.06204839925416167,20.313587943560545,19.353078723106126,20.237268412477928,19.429398254188744,20.198177920947806,19.468488745718865,20.13861145766381,19.52805520900286
1000243728,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,14.5,1.0,0.0,0.0,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
1000268861,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,8.5,1.0,0.0,0.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
1000324956,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,20.61111111111111,9.0,0.2605312710786875,0.08684375702622917,21.283281790494126,19.938940431728096,21.17646396935186,20.04575825287036,21.121752402425336,20.100469819796885,21.03838239568016,20.183839826542062
1000324957,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,17.5,2.0,0.32117263654331357,0.22710334923133937,18.328625402281748,16.671374597718252,18.19694462129899,16.80305537870101,18.129498367624894,16.870501632375106,18.026723123931035,16.973276876068965
1000324960,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,17.5,2.0,0.32117263654331357,0.22710334923133937,18.328625402281748,16.671374597718252,18.19694462129899,16.80305537870101,18.129498367624894,16.870501632375106,18.026723123931035,16.973276876068965
1000242129,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,16.0,6.0,0.15450660363961274,0.06307705680124959,16.398627037390202,15.6013729626098,16.33527932989796,15.66472067010204,16.30283294313364,15.697167056866359,16.253390829968964,15.746609170031036
1000269008,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,16.0,2.0,0.027692438781085554,0.019581511249698924,16.071446492055202,15.9285535079448,16.060092592154955,15.939907407845045,16.054277180010928,15.945722819989072,16.04541559960098,15.95458440039902
1000256011,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,13.166666666666666,3.0,0.05657500857970174,0.03266359643289619,13.312630188802297,13.020703144531035,13.289434435284619,13.043898898048713,13.277553683482882,13.05577964985045,13.259449680737378,13.073883652595955
1000324963,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,14.3,5.0,0.12867930454260776,0.057547134450933686,14.631992605719928,13.968007394280074,14.57923409085746,14.020765909142542,14.552211436903512,14.04778856309649,14.511034059449877,14.088965940550125
1000356283,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,22.0,6.0,0.3449803921749107,0.14083765534896034,22.89004941181127,21.10995058818873,22.748607451019556,21.251392548980444,22.676161568662824,21.323838431337176,22.565767843166853,21.434232156833147
1000356284,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,15.666666666666668,6.0,0.19797528162192427,0.08082307027625242,16.177442893251232,15.155890440082104,16.096273027786243,15.237060305547093,16.05469821864564,15.278635114687697,15.991346128526624,15.341987204806712
1000356286,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,33.25,8.0,0.17750119298555053,0.06275614861439241,33.70795307790272,32.79204692209728,33.635177588778646,32.864822411221354,33.59790233825168,32.90209766174832,33.541101956496306,32.958898043503694
1000356287,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,33.12499999999999,8.0,0.21201034882535755,0.07495697766806785,33.671986699969416,32.57801330003057,33.58506245695102,32.664937543048964,33.540540283697695,32.70945971630229,33.47269697207358,32.77730302792641
1000324928,05/02/2016,05/08/2016,0,0,1,0,0,0,0,10:00,10:59,42.07142857142858,7.0,0.535426462965221,0.20237218090984427,43.45282884587885,40.690028296978305,43.23330399606311,40.909553146794046,43.12086443884041,41.021992704016746,42.94952797069154,41.19332917216561
